scenario_name	beta	gamma	sim_id	p_beta_true	p_beta_hard	p_beta_soft	p_gamma_true	p_gamma_hard	p_gamma_soft	est_beta_true	est_beta_hard	est_beta_soft	est_gamma_true	est_gamma_hard	est_gamma_soft	se_beta_true	se_beta_hard	se_beta_soft	se_gamma_true	se_gamma_hard	se_gamma_soft
high_separation	-0.25	-0.05	17	4.185753449001841e-5	1.4087488861316061e-5	5.762376440434517e-6	0.009723805647259175	0.1222561775204557	0.014828932091051522	-0.3204250985726823	-0.34036864721685167	-0.3069512828763889	-0.0984249915644003	-0.0506092520090722	-0.06845058148662359	0.07821007457050753	0.0783809292523114	0.06750348381812281	0.03800605165445333	0.03272570673653657	0.028069084821452577
high_separation	-0.25	-0.05	18	5.494278441397939e-4	0.0028602106298451376	0.002054599058328821	0.494208867341265	0.508761767297871	0.21565924471404255	-0.2773524448311316	-0.23999728839521525	-0.2218953121056521	-0.02577843905475111	-0.021669048502456913	-0.03523563473864397	0.08026581868096355	0.08047185802812623	0.07189736541882476	0.037695968276516195	0.03278375074320026	0.028449198108649567
high_separation	-0.25	-0.05	19	0.009860947588974413	0.0035425081903614907	0.004570386800083653	0.29056434080877835	0.4978622765086792	0.08625160483145486	-0.20613557374637856	-0.23325297358456784	-0.20434846383781247	-0.041841167638796	-0.02291732366324351	-0.0521092015677227	0.07987684009584237	0.0799834954015861	0.07197745523757744	0.039570619050488955	0.033797693882785224	0.0303603397011227
high_separation	-0.25	-0.05	20	0.06875361754539921	0.1756868364401231	0.10250347568779053	0.14583948862980747	0.09538210492221068	0.05404977995857003	-0.14478419138413717	-0.10820884720501894	-0.11606214039176153	-0.05423479788451944	-0.0533604696139923	-0.05597314007375221	0.07955020719526419	0.0799087425060102	0.07104748627498797	0.037265338528426416	0.03197149106734791	0.029038132639563966
high_separation	-0.25	-0.05	21	0.0013908673261774887	0.0024549469680675354	6.37414746156445e-4	0.1303626066758951	0.2360565366315376	0.09842477061082065	-0.24859199157505116	-0.2357861507997004	-0.23849248079270285	-0.05927916737434653	-0.03920318764614216	-0.04970711149484833	0.07776909489374254	0.07784701539740699	0.06972256841772993	0.039160280082457505	0.03306850661371866	0.030065199085908902
high_separation	-0.25	-0.05	22	1.3529870662058552e-6	8.885920680182752e-4	2.320988133928994e-4	0.35223371131884473	0.0037694565429188896	2.2287039713761054e-4	-0.3866921946745629	-0.2653686396261391	-0.25878857846040915	-0.036712575456149664	-0.09797344351892408	-0.10842756897243407	0.08003053825458296	0.07984340764417315	0.07017124629511141	0.03944844065947139	0.033752916872350325	0.029317886650551746
high_separation	-0.25	-0.05	23	0.0029256737212115386	0.008737496259804925	0.005666992781828426	0.40891240062931766	0.416460940612845	0.17464746160553443	-0.23844704555827928	-0.21112707660607583	-0.20085243931266664	-0.03161115266268362	-0.026132401808644946	-0.038768637829100616	0.08013838100449194	0.08051654099309	0.07252429648427844	0.038265072526184704	0.03214876936122378	0.028550351671609787
high_separation	-0.25	-0.05	24	0.005459829253226042	0.004278961646254893	0.01857676290227381	0.5862675926413325	0.7986128957674568	0.11224223784113192	-0.22340481183206	-0.230585638628844	-0.16891657397186083	-0.020588170637022174	-0.008410716282115323	-0.044565518564836905	0.08040272297223738	0.08071383721047158	0.0717010575550741	0.037818003302165226	0.032957525774952603	0.028048114471248213
high_separation	-0.25	-0.05	25	0.004279268627285902	0.008070232775762097	0.006297805169666301	0.6793811186474178	0.4993783633624904	0.23206781134032675	-0.22568467823179175	-0.2091675073379217	-0.19662285831965015	-0.016151771741652894	-0.021755734393567802	-0.03202321175655185	0.0789989423818108	0.0789574366205069	0.07189779851045591	0.039069230696242116	0.03219803810215125	0.026788422253591283
high_separation	-0.25	-0.05	26	5.112844634063445e-4	0.006182189497334924	0.0015216952094378863	0.07358955527691996	0.05576896894275386	0.023964026708765625	-0.2844964524266459	-0.22426322911614083	-0.23169061955878575	-0.0759972422141951	-0.06754888073560308	-0.06724135225596654	0.08187481438942815	0.08190892487344312	0.07297562969831432	0.04243669980456806	0.03527750725090841	0.02976032723083881
high_separation	-0.25	-0.05	27	4.981687892844591e-5	0.006075631918033346	0.0011050618336717211	0.6082003385634056	0.027237523557796562	0.00937803877023796	-0.3206879469386349	-0.2163871072788153	-0.22894917071969811	-0.020456309099648438	-0.072844042000984	-0.07323720515361386	0.07905563337397656	0.07886771948698514	0.07007774128439051	0.039892484308930186	0.03294711979547336	0.02816297998144223
high_separation	-0.25	-0.05	28	0.19990256972478618	0.11749427720117549	0.20660471350229806	0.003694650255656838	0.007166269245232858	2.311193950639451e-4	-0.10205376502006593	-0.1251191535195397	-0.09046607019769352	-0.10838837149822884	-0.0883233419850403	-0.111719230634423	0.0796157282753302	0.07992902957765564	0.07160711802996915	0.03725801978796537	0.0327884400711594	0.03028408416182276
high_separation	-0.25	-0.05	29	0.02798771379676235	0.01816221362176878	0.014084789248969682	0.11899784929100292	0.19956666893549335	0.06467711613487916	-0.16822947919379655	-0.18115485039575113	-0.1667946220266785	-0.05674306698353639	-0.039700867089260516	-0.04638709266024098	0.07655638343437186	0.07668597610675379	0.06787845510346639	0.036370397122657515	0.030931521999934812	0.025094395170229683
high_separation	-0.25	-0.05	30	3.5506331821110155e-5	0.03928618061666116	0.048720778890426725	0.20052781583222512	0.5765021613707184	0.22646641142256943	-0.33330230945970307	-0.16606566064291148	-0.14091141113676944	0.05119043707933643	-0.018245661251854922	-0.033687028384043305	0.0806065239540833	0.08056837459447957	0.07144766530974297	0.039967520855680054	0.032659727677243705	0.027843181346332634
high_separation	-0.25	0	1	0.001746538244352564	0.016551622572617955	0.015306025746427199	0.46228530144767854	0.6966250795241844	0.7242201328854181	-0.24988569134664787	-0.19136835205955702	-0.17611078787519938	0.029490773930604182	0.012999226594844345	0.009351000298506077	0.07982914635687224	0.07985262352870681	0.0725588061016052	0.04010488804585219	0.03333316305456389	0.026499545306310136
high_separation	-0.25	0	2	0.24419514124428082	0.8882646449737304	0.6873649284888528	0.6998251105246203	0.22371999473716106	0.24328800857931307	-0.08973527431613623	-0.010900189954217437	-0.027564457370764277	-0.013919437245006987	-0.03744701516288717	-0.031213076983636387	0.07705476183526147	0.07758120823258602	0.06848446130216514	0.03609320193935653	0.030761431587615077	0.026742926337440166
high_separation	-0.25	0	3	7.871938571404621e-5	5.2164928557631275e-6	7.716565330816376e-6	0.1595817303994119	0.627848342120007	0.1690527252741348	-0.3107891006615145	-0.35964890989036885	-0.3157415933406044	-0.05424762004300157	-0.015923930049300577	-0.035743979415216336	0.0787153446363536	0.07894157489375273	0.07040441255996749	0.03854470482745772	0.03284053196342377	0.025981418022190058
high_separation	-0.25	0	4	0.016704663832538172	0.06443058952711825	0.05303955004841658	0.7669808847967262	0.661597496455346	0.41853540241763587	-0.18944481999133464	-0.14666247469190224	-0.13896363534630896	-0.011314348083728266	-0.01407556182783759	-0.022724006815820052	0.07916146534604919	0.079311800634127	0.07178810035230399	0.038173018958988184	0.03214914692645704	0.028084415035085523
high_separation	-0.25	0	5	1.1197770415194888e-5	1.02027547244722e-5	1.922346353176456e-5	0.9461567524042352	0.7032694507373998	0.5027485619914476	-0.34829344841428034	-0.3502627632897372	-0.30149580036102175	-0.0026490622516800173	0.012806805994569162	-0.019014763485505654	0.07929006580110394	0.07937370545107461	0.07037638025365679	0.03921705971028148	0.033613218759935774	0.028367842948830158
high_separation	-0.25	0	6	1.2673821517138065e-4	2.854681679415226e-4	3.9321078913532903e-4	0.9879080938365612	0.7923395600780052	0.20068995158531674	-0.30498276564793236	-0.28858558717441846	-0.2578055828007385	5.956008481022451e-4	-0.008735463326759847	-0.03709141862808011	0.07957361601410051	0.079540872863849435	0.07260852462833715	0.03929067226818954	0.03317243575594549	0.02897742749275154
high_separation	-0.25	0	7	0.0075873618140441836	0.017710389773976393	0.017137118253373385	0.580340741114683	0.2793405559618462	0.0843590785747741	-0.22070619075484577	-0.19695896093534254	-0.1792032360754607	-0.021466685408674194	-0.03673976730399594	-0.04925408256203624	0.08266456030094378	0.08304834912110355	0.07511408919672555	0.038815574666525174	0.033946194381086536	0.02852341291064169
high_separation	-0.25	0	8	0.1551265107599212	0.29519527413099084	0.256392878197941	0.6793071302663338	0.9799396744099793	0.9818690492602808	-0.11224255314334473	-0.08301571306772781	-0.08081586916465547	0.015327320609662985	8.112133670572821e-4	-6.374747046468169e-4	0.07895204896617843	0.0793048386378513	0.07118565160459459	0.03706576882455682	0.03225502314947069	0.028047276079934392
high_separation	-0.25	0	9	0.004606035014341235	0.01994780179785466	0.01021020130177856	0.2028706808123597	0.08308502399300324	0.02372360829572372	-0.23054100503609878	-0.19011002461887785	-0.19019671790659629	-0.04992639986243591	-0.058120788348082035	-0.06662808285226651	0.08136642268174307	0.08168595270474546	0.07397564590962667	0.03918447876752571	0.03350830799453026	0.02943836730138746
high_separation	-0.25	0	10	0.003952426957154322	0.011455459273693977	0.006818203741530754	0.9142837747298961	0.3399700020683015	0.19519894485984995	-0.24305436561755372	-0.2141797162460736	-0.20776056222126577	-0.004057558828510604	-0.03175855233490138	-0.0359144095635093	0.08433724643879652	0.08470659536821579	0.07670927979499673	0.03768851000941111	0.03326872917183855	0.027716315520525395
